Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Churn Target
1.0,55,0.0,0,490.0,90623,33.850504,-118.039892,0,10,4.0,1.0,12.78,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,89.5,863.1,0.0,0,127.8,990.9,1
0.0,38,1.0,0,760.0,93040,34.432843,-118.730106,1,70,1.0,1.0,5.48,2.0,1.0,2.0,14.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,93.9,6579.05,0.0,0,383.6,6962.65,1
0.0,50,0.0,0,500.0,92352,34.2565,-117.19335,0,11,0.0,1.0,1.87,2.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,25.2,245.15,0.0,0,20.57,265.72,0
0.0,41,0.0,2,77.0,90211,34.063947,-118.383001,0,9,0.0,1.0,27.21,2.0,1.0,2.0,29.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,94.4,857.25,0.0,0,244.89,1102.14,1
1.0,72,1.0,0,788.0,93651,37.007238,-119.505661,2,34,0.0,1.0,12.98,0.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,71.55,2427.35,0.0,0,441.32,2868.67,0
1.0,22,0.0,0,158.0,93921,36.554618,-121.922239,0,72,0.0,1.0,48.36,2.0,1.0,1.0,71.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,86.05,6309.65,0.0,20,3481.92,9811.57,0
0.0,39,0.0,0,279.0,96110,41.280341,-120.150381,0,2,0.0,1.0,12.68,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,20.3,41.2,0.0,0,25.36,66.56,0
0.0,44,0.0,0,688.0,94611,37.828416,-122.216005,0,32,0.0,1.0,40.26,2.0,1.0,2.0,14.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,84.05,2781.85,0.0,0,1288.32,4070.17,1
0.0,53,1.0,0,654.0,92363,34.711224,-114.702256,0,72,1.0,0.0,0.0,1.0,1.0,1.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,64.45,4528.0,0.0,0,0.0,4528.0,0
1.0,77,0.0,0,835.0,96084,40.923558,-122.059933,0,1,0.0,1.0,49.6,2.0,1.0,2.0,20.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,88.8,88.8,0.0,10,49.6,148.4,1
0.0,64,1.0,0,941.0,91030,34.110444,-118.156957,1,11,4.0,1.0,25.67,2.0,1.0,2.0,18.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,94.0,1078.9,0.0,0,282.37,1361.27,1
0.0,53,1.0,2,921.0,93063,34.296813,-118.685703,7,67,0.0,1.0,3.3,2.0,1.0,2.0,19.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,109.4,7281.6,38.34,0,221.1,7464.36,0
0.0,72,1.0,0,852.0,92104,32.741499,-117.127409,1,27,0.0,1.0,45.82,0.0,1.0,2.0,13.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,101.25,2754.45,0.0,0,1237.14,3991.59,1
0.0,57,0.0,0,552.0,90013,34.044639,-118.240413,0,3,5.0,1.0,3.64,2.0,1.0,1.0,25.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,63.6,155.65,0.0,0,10.92,166.57,1
1.0,23,1.0,0,56.0,93304,35.339796,-119.023552,8,72,0.0,1.0,6.09,2.0,1.0,1.0,41.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,66.5,4811.6,45.61,0,438.48,5204.47,0
0.0,56,1.0,0,829.0,94572,38.027218,-122.23463,9,56,2.0,1.0,4.24,0.0,1.0,2.0,15.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,80.3,4513.65,0.0,0,237.44,4751.09,0
1.0,51,1.0,0,226.0,95428,39.83307,-123.178765,1,18,0.0,1.0,11.3,2.0,1.0,2.0,16.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,99.4,1742.95,0.0,0,203.4,1946.35,1
1.0,52,0.0,0,838.0,95825,38.590035,-121.412455,0,56,0.0,1.0,47.82,2.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,25.95,1444.05,0.0,0,2677.92,4121.97,0
0.0,51,0.0,0,852.0,92130,32.957195,-117.202542,0,15,4.0,1.0,47.57,2.0,1.0,1.0,26.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,64.65,994.55,0.0,0,713.55,1708.1,1
1.0,19,0.0,0,206.0,95713,39.084645,-120.894014,0,2,5.0,0.0,0.0,1.0,1.0,1.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,24.3,38.45,0.0,0,0.0,38.45,0
0.0,51,0.0,0,917.0,96125,39.600599,-120.636358,0,1,5.0,1.0,27.05,0.0,1.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,70.85,70.85,0.0,0,27.05,97.9,1
0.0,62,0.0,0,696.0,96071,40.656287,-121.428965,0,3,0.0,0.0,0.0,1.0,1.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,25.25,58.9,0.0,0,0.0,58.9,1
0.0,68,1.0,0,823.0,95366,37.750778,-121.13238,3,54,0.0,1.0,23.94,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,18.95,1031.1,0.0,0,1292.76,2323.86,0
0.0,48,0.0,0,775.0,95726,38.733908,-120.453416,0,8,5.0,1.0,45.59,2.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,87.05,762.1,0.0,0,364.72,1126.82,1
1.0,25,1.0,0,861.0,95124,37.257063,-121.923037,4,24,3.0,0.0,0.0,1.0,1.0,1.0,51.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,29.1,688.0,0.0,0,0.0,688.0,0
0.0,19,1.0,0,45.0,94027,37.454924,-122.203168,1,49,0.0,0.0,0.0,1.0,1.0,0.0,82.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,35.8,1782.0,0.0,0,0.0,1782.0,0
0.0,21,1.0,0,511.0,93536,34.741406,-118.38111,2,25,0.0,1.0,10.49,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,20.2,507.9,0.0,0,262.25,770.15,0
0.0,57,1.0,0,34.0,95003,37.013471,-121.877877,5,67,1.0,1.0,7.91,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,20.85,1327.4,0.0,0,529.97,1857.37,0
1.0,33,0.0,0,539.0,95240,38.123544,-121.159078,0,3,5.0,1.0,49.4,0.0,1.0,2.0,10.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,88.35,262.05,0.0,0,148.2,410.25,1
0.0,24,1.0,0,393.0,95445,38.848082,-123.50608,7,72,1.0,1.0,20.54,0.0,1.0,0.0,41.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,85.1,6155.4,0.0,0,1478.88,7634.28,0
0.0,19,1.0,0,1095.0,92887,33.884073,-117.732197,6,49,0.0,1.0,28.42,2.0,1.0,1.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,52.15,2583.75,0.0,50,1392.58,4026.33,0
0.0,27,0.0,0,56.0,93312,35.392599,-119.245341,0,1,5.0,1.0,23.0,0.0,1.0,2.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,70.25,70.25,0.0,0,23.0,93.25,1
0.0,23,0.0,0,708.0,95556,41.269521,-123.546958,0,2,0.0,1.0,4.92,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,18.75,53.15,0.0,0,9.84,62.99,0
1.0,76,1.0,0,805.0,96002,40.527834,-122.318749,1,40,0.0,1.0,2.85,2.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,101.85,4086.3,0.0,0,114.0,4200.3,1
0.0,19,1.0,0,795.0,91739,34.133809,-117.523724,1,67,0.0,0.0,0.0,1.0,1.0,1.0,52.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,59.55,4103.9,0.0,0,0.0,4103.9,0
0.0,42,0.0,0,951.0,95374,37.316807,-120.855753,0,15,4.0,1.0,42.83,2.0,1.0,2.0,21.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,79.75,1111.85,0.0,0,642.45,1754.3,1
1.0,39,1.0,1,7.0,94502,37.724817,-122.224363,9,71,1.0,1.0,18.99,2.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,23.9,1626.4,0.0,0,1348.29,2974.69,0
1.0,32,1.0,3,272.0,91917,32.622999,-116.687855,5,40,2.0,1.0,13.86,2.0,1.0,1.0,75.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,74.55,3015.75,0.0,0,554.4,3570.15,0
1.0,23,0.0,0,914.0,95682,38.598936,-120.963092,0,70,0.0,0.0,0.0,1.0,1.0,1.0,26.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,48.4,3442.8,0.0,0,0.0,3442.8,0
1.0,66,1.0,0,509.0,90713,33.847755,-118.112532,0,72,0.0,1.0,6.03,2.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,104.15,7689.95,0.0,0,434.16,8124.11,1
0.0,24,1.0,3,1057.0,91307,34.199787,-118.68493,1,19,0.0,1.0,36.92,2.0,1.0,2.0,52.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,89.35,1686.85,0.0,0,701.48,2388.33,0
1.0,51,1.0,2,861.0,95138,37.246064,-121.749494,2,68,0.0,1.0,21.86,0.0,1.0,2.0,29.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,103.25,7074.4,0.0,0,1486.48,8560.88,0
0.0,55,1.0,0,764.0,92870,33.881158,-117.854783,1,1,5.0,1.0,28.04,0.0,1.0,2.0,30.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,78.8,78.8,0.0,0,28.04,106.84,1
0.0,31,0.0,0,315.0,92028,33.362575,-117.299644,0,9,5.0,1.0,36.43,0.0,1.0,1.0,16.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,74.65,703.55,0.0,0,327.87,1031.42,1
1.0,42,0.0,2,34.0,95003,37.013471,-121.877877,0,27,0.0,1.0,8.55,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,20.6,581.85,0.0,0,230.85,812.7,0
0.0,37,0.0,0,220.0,94925,37.924014,-122.511694,0,1,0.0,0.0,0.0,1.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,24.9,24.9,0.0,0,0.0,24.9,0
0.0,70,0.0,0,631.0,91020,34.2112,-118.230625,0,15,0.0,1.0,7.99,0.0,1.0,2.0,27.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,75.3,1147.45,0.0,0,119.85,1267.3,1
0.0,80,0.0,0,646.0,94043,37.419725,-122.062947,0,45,2.0,1.0,18.46,2.0,1.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,70.05,3062.45,0.0,0,830.7,3893.15,0
0.0,63,0.0,0,1031.0,91411,34.17847,-118.459472,0,16,0.0,1.0,40.95,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,19.35,295.55,0.0,0,655.2,950.75,0
1.0,68,0.0,0,118.0,90621,33.874224,-117.993368,0,13,0.0,1.0,26.11,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,90.5,1201.15,29.84,140,339.43,1650.74,1
0.0,33,0.0,0,1043.0,94595,37.862128,-122.075197,0,18,0.0,1.0,34.21,2.0,1.0,2.0,19.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,90.1,1612.75,48.26,0,615.78,2180.27,1
0.0,63,1.0,1,73.0,93512,37.653947,-118.231443,5,15,0.0,1.0,39.77,0.0,1.0,1.0,18.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,76.5,1155.6,0.0,0,596.55,1752.15,0
0.0,52,0.0,0,430.0,96044,41.962127,-122.527696,0,30,0.0,1.0,4.22,0.0,1.0,1.0,13.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,74.65,2308.6,0.0,50,126.6,2485.2,0
1.0,28,0.0,0,278.0,95714,39.197215,-120.83679,0,4,5.0,1.0,26.16,2.0,1.0,2.0,85.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,101.7,364.55,1.48,0,104.64,467.71,1
0.0,66,0.0,0,875.0,94964,37.942551,-122.491642,0,51,0.0,1.0,47.46,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,19.6,967.9,0.0,0,2420.46,3388.36,0
1.0,40,0.0,0,552.0,90017,34.052842,-118.264495,0,14,0.0,1.0,33.5,2.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24.8,321.7,0.0,0,469.0,790.7,0
1.0,61,1.0,1,552.0,90028,34.099869,-118.326843,1,47,0.0,1.0,31.35,2.0,1.0,2.0,16.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,99.35,4749.15,0.0,0,1473.45,6222.6,1
1.0,58,0.0,0,1066.0,95692,39.043387,-121.409837,0,1,5.0,1.0,47.83,2.0,1.0,1.0,12.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,62.05,62.05,0.0,10,47.83,119.88,1
0.0,37,0.0,0,180.0,95925,39.461768,-121.195825,0,1,0.0,1.0,26.41,0.0,1.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,45.3,45.3,0.0,0,26.41,71.71,1
1.0,71,1.0,0,861.0,95126,37.327069,-121.916819,1,53,0.0,1.0,21.67,2.0,1.0,0.0,6.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,60.05,3229.65,0.0,100,1148.51,4478.16,1
0.0,26,0.0,0,26.0,92305,34.1678,-116.86433,0,8,0.0,1.0,5.27,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,20.2,140.95,0.0,0,42.16,183.11,0
1.0,47,1.0,2,861.0,95112,37.343827,-121.883119,4,64,0.0,1.0,49.49,0.0,1.0,2.0,12.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,81.05,5135.35,0.0,0,3167.36,8302.71,0
0.0,57,1.0,0,351.0,92831,33.879983,-117.895482,1,72,0.0,1.0,31.13,2.0,1.0,2.0,11.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,109.25,8109.8,0.0,0,2241.36,10351.16,1
1.0,36,1.0,0,966.0,91040,34.282704,-118.312929,4,57,0.0,1.0,31.79,2.0,1.0,2.0,13.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,103.05,5925.75,0.0,0,1812.03,7737.78,0
0.0,58,0.0,0,397.0,95322,37.147198,-121.120161,0,1,5.0,1.0,46.17,0.0,1.0,2.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,70.1,70.1,0.0,0,46.17,116.27,1
1.0,39,1.0,2,72.0,94510,38.113533,-122.11926,4,4,0.0,1.0,3.63,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,20.5,77.6,0.0,0,14.52,92.12,0
1.0,36,0.0,0,838.0,95821,38.625096,-121.383658,0,26,3.0,1.0,44.11,0.0,1.0,1.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,49.15,1237.3,0.0,0,1146.86,2384.16,0
0.0,54,0.0,0,690.0,95465,38.415003,-122.998726,0,1,0.0,1.0,36.05,0.0,1.0,1.0,30.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,74.1,74.1,0.0,0,36.05,110.15,0
0.0,74,1.0,1,552.0,90063,34.044271,-118.185237,1,8,5.0,1.0,48.85,2.0,1.0,2.0,17.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,80.65,633.3,0.0,0,390.8,1024.1,1
1.0,61,1.0,0,795.0,91737,34.245289,-117.642503,1,53,0.0,0.0,0.0,1.0,1.0,1.0,13.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,60.45,3184.25,0.0,0,0.0,3184.25,1
1.0,69,0.0,0,1050.0,96093,40.759401,-122.939337,0,36,3.0,1.0,23.33,2.0,1.0,2.0,23.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,90.85,3186.7,0.0,0,839.88,4026.58,1
1.0,73,0.0,0,695.0,93549,36.296851,-117.865469,0,9,5.0,1.0,24.85,0.0,1.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,79.55,718.55,0.0,10,223.65,952.2,0
1.0,29,1.0,0,809.0,94063,37.499411,-122.196318,1,71,0.0,1.0,33.83,2.0,1.0,2.0,27.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,116.1,8310.55,0.0,130,2401.93,10842.48,0
0.0,48,0.0,0,957.0,93267,36.141319,-119.129075,0,11,0.0,1.0,15.6,2.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,76.5,837.95,0.0,0,171.6,1009.55,1
0.0,49,0.0,0,552.0,90048,34.072945,-118.37267,0,49,2.0,1.0,27.2,2.0,1.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,84.5,3906.7,0.0,0,1332.8,5239.5,0
0.0,40,1.0,0,472.0,93930,36.220761,-120.980777,5,50,2.0,1.0,9.47,2.0,1.0,1.0,28.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,75.7,3876.2,0.0,0,473.5,4349.7,0
1.0,31,0.0,0,419.0,95323,37.605926,-120.69955,0,7,5.0,1.0,35.91,2.0,1.0,2.0,27.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,90.45,593.45,0.0,0,251.37,844.82,1
1.0,65,0.0,0,688.0,94601,37.776523,-122.219268,0,24,0.0,1.0,28.98,2.0,1.0,2.0,30.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,101.25,2440.15,0.0,0,695.52,3135.67,1
0.0,49,1.0,0,732.0,91105,34.13946,-118.166649,5,34,3.0,1.0,11.52,2.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,24.7,780.2,0.0,0,391.68,1171.88,0
1.0,38,0.0,0,221.0,92627,33.645672,-117.922613,0,56,2.0,1.0,48.63,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,21.2,1238.65,0.0,0,2723.28,3961.93,0
1.0,47,1.0,0,885.0,95060,36.993451,-122.098858,1,6,0.0,1.0,26.91,0.0,1.0,2.0,6.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,83.55,477.55,0.0,0,161.46,639.01,1
0.0,77,0.0,0,1039.0,92084,33.22784,-117.200024,0,1,5.0,0.0,0.0,1.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,25.25,25.25,0.0,0,0.0,25.25,1
0.0,48,0.0,0,852.0,92126,32.886925,-117.152162,0,1,0.0,1.0,27.12,0.0,1.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,70.6,70.6,0.0,0,27.12,97.72,1
1.0,79,0.0,0,305.0,92027,33.141265,-116.967221,0,1,0.0,1.0,8.35,2.0,1.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,75.75,75.75,0.0,0,8.35,84.1,1
1.0,20,0.0,0,296.0,95939,39.53222,-122.594879,0,15,0.0,1.0,13.8,2.0,1.0,2.0,59.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,87.75,1242.2,0.0,0,207.0,1449.2,0
0.0,61,0.0,0,366.0,91201,34.17051,-118.289463,0,18,0.0,1.0,19.93,0.0,1.0,2.0,26.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,77.8,1358.6,29.76,0,358.74,1687.58,0
1.0,24,0.0,0,957.0,93267,36.141319,-119.129075,0,5,0.0,1.0,41.29,0.0,1.0,1.0,51.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,55.8,274.35,0.0,0,206.45,480.8,0
0.0,52,1.0,0,913.0,91423,34.146957,-118.432138,1,68,1.0,1.0,7.87,2.0,1.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,70.5,5711.05,0.0,0,535.16,6246.21,0
0.0,33,0.0,1,861.0,95113,37.333851,-121.891147,0,12,0.0,1.0,5.16,0.0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,44.55,480.6,18.21,0,61.92,524.31,1
1.0,41,1.0,0,760.0,93040,34.432843,-118.730106,0,1,0.0,1.0,36.44,2.0,1.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,74.5,74.5,0.0,0,36.44,110.94,1
1.0,19,1.0,0,807.0,90278,33.873395,-118.37019,9,67,1.0,1.0,3.28,2.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,24.85,1583.5,0.0,0,219.76,1803.26,0
0.0,56,1.0,2,227.0,91723,34.084747,-117.886844,1,58,0.0,1.0,29.5,2.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,25.15,1509.9,0.0,0,1711.0,3220.9,0
0.0,63,0.0,0,646.0,94040,37.380662,-122.086022,0,3,5.0,1.0,5.2,2.0,1.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75.8,246.3,0.0,10,15.6,271.9,1
0.0,38,0.0,0,291.0,95318,37.654551,-119.822984,0,35,3.0,1.0,36.42,0.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,99.25,3532.0,0.0,0,1274.7,4806.7,0
1.0,62,0.0,0,270.0,94568,37.713926,-121.928425,0,22,4.0,1.0,7.28,2.0,1.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,54.45,1127.35,0.0,0,160.16,1287.51,1
1.0,39,0.0,0,492.0,92253,33.695532,-116.310571,0,72,1.0,1.0,30.44,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,19.8,1468.75,0.0,0,2191.68,3660.43,0
1.0,54,0.0,0,540.0,95551,40.665952,-124.240051,0,1,0.0,1.0,8.02,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,19.5,19.5,0.0,0,8.02,27.52,0
0.0,45,1.0,1,798.0,92091,32.99356,-117.207121,7,13,0.0,1.0,5.58,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,19.75,246.7,0.0,0,72.54,319.24,0
0.0,53,0.0,0,882.0,93108,34.457541,-119.631072,0,4,5.0,1.0,1.3,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,20.15,68.45,0.0,0,5.2,73.65,0
1.0,57,0.0,0,366.0,91207,34.182378,-118.262922,0,1,0.0,1.0,12.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,20.05,20.05,0.0,0,12.0,32.05,1
1.0,73,1.0,0,855.0,94111,37.801776,-122.402293,8,14,0.0,1.0,45.46,2.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,75.1,1013.35,0.0,0,636.44,1649.79,0
1.0,44,0.0,0,329.0,92337,34.049671,-117.468896,0,1,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,24.45,24.45,0.0,0,0.0,24.45,1
0.0,62,0.0,0,84.0,95305,37.818589,-120.256995,0,7,5.0,1.0,46.79,2.0,1.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,74.9,541.15,0.0,0,327.53,868.68,1
0.0,69,0.0,0,1083.0,95388,37.421299,-120.599587,0,1,0.0,1.0,22.56,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,50.55,50.55,0.0,0,22.56,73.11,1
